12.165966255257175,12.298101000000001,0,0
12.347960617657838,12.315550999999999,0,1
12.340478161535174,12.547404999999999,0,2
12.427736501480192,12.076222,0,3
12.076222660565323,11.864312,0,4
11.804477879477563,11.969021,0,5
11.916669654350857,11.639941,0,6
11.692292245598921,11.759608999999999,0,7
11.779550118954086,11.901711000000001,0,8
11.904202575403993,11.89672,0,9
12.021372424435965,12.028855,0,10
12.031346418675952,11.993948,0,11
11.856834946937969,11.816943999999999,0,12
11.792017036063516,11.831901999999999,0,13
11.866803158932132,11.854343999999999,0,14
11.804477800417718,11.560165,0,15
11.560164246241737,11.295902,0,16
11.368202616969358,11.445487,0,17
11.542714625982146,11.969021,0,18
11.969020842262704,11.829411,0,19
11.792017462826152,12.013896000000001,0,20
12.013895310979883,12.360426,0,21
12.360426653773468,12.477596,0,22
12.574823435279873,12.318044,0,23
12.320535372243018,12.178433,0,24
12.203365564589804,12.131065,0,25
12.078713733057381,12.168464999999999,0,26
12.215832640228273,12.093673000000001,0,27
12.003921521660134,11.936612,0,28
11.954062813120892,11.949078999999999,0,29
11.966529198255852,12.146024000000001,0,30
12.241544053482317,12.384822999999999,0,31
12.435094679425539,12.44012,0,32
12.442632721996178,12.211379000000001,0,33
12.24154397624571,12.553234,0,34
12.568316709766522,12.485367,0,35
12.485366936821675,12.558265000000002,0,36
12.558265445243789,12.638703,0,37
12.80963308819865,12.744272,0,38
12.857392735451944,12.744272,0,39
12.844823242379068,13.008209000000001,0,40
13.008209393336154,12.945368,0,41
12.945367742958101,12.915203,0,42
12.819683648827866,12.771924,0,43
12.771923642564165,12.970507000000001,0,44
12.970507623543469,12.802089,0,45
12.832253366183414,12.746791999999999,0,46
12.746792246518361,12.492910999999999,0,47
12.656297975303291,12.633678,0,48
12.658809584416101,12.714114,0,49
12.714114561139564,12.819684000000001,0,50
12.819683812413103,12.799576999999999,0,51
12.869956513979286,12.915203,0,52
12.915202411805925,13.091158,0,53
13.146463010655241,12.983077,0,54
12.985589391380479,12.839791999999999,0,55
12.945367888345167,13.076077,0,56
13.101216649509247,13.038374000000001,0,57
13.040886505670167,13.234437,0,58
13.221873376703494,13.470722000000002,0,59
26.247751511811881,26.885616999999996,1,0
26.900282007840808,26.980928999999996,1,1
26.922279481133376,27.926729999999996,1,2
27.750771110554474,27.552803000000001,1,3
27.560142001249375,27.347516999999996,1,4
27.457499792180151,27.926729999999996,1,5
27.420836826511174,27.992709999999999,1,6
